PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"17848651","Carvedilol for children and adolescents with heart failure: a randomized controlled trial","Shaddy RE, Boucek MM, Hsu DT, Boucek RJ, Canter CE, Mahony L, Ross RD, Pahl E, Blume ED, Dodd DA, Rosenthal DN, Burr J, LaSalle B, Holubkov R, Lukas MA, Tani LY; Pediatric Carvedilol Study Group.","JAMA. 2007 Sep 12;298(10):1171-9. doi: 10.1001/jama.298.10.1171.","Shaddy RE","JAMA","2007","2007/09/13","","","10.1001/jama.298.10.1171"
"8109230","Echocardiographic evaluation of vagolytic effects of atropine sulfate during pediatric halothane anesthesia","Horigome H, Tsuji M, Yamashita M, Hirano T.","Acta Paediatr Jpn. 1993 Dec;35(6):513-7. doi: 10.1111/j.1442-200x.1993.tb03100.x.","Horigome H","Acta Paediatr Jpn","1993","1993/12/01","","","10.1111/j.1442-200x.1993.tb03100.x"
"15176958","Liver transplantation in infants weighing under 7 kilograms: management and outcome of PICU","Iglesias J, López JA, Ortega J, Roqueta J, Asensio M, Margarit C.","Pediatr Transplant. 2004 Jun;8(3):228-32. doi: 10.1111/j.1399-3046.2004.00128.x.","Iglesias J","Pediatr Transplant","2004","2004/06/05","","","10.1111/j.1399-3046.2004.00128.x"
"32713451","Intervention and Outcome for Neonatal Hypotension","Barrington K, El-Khuffash A, Dempsey E.","Clin Perinatol. 2020 Sep;47(3):563-574. doi: 10.1016/j.clp.2020.05.011. Epub 2020 May 20.","Barrington K","Clin Perinatol","2020","2020/07/28","","","10.1016/j.clp.2020.05.011"
"21714857","High-dose fenoldopam reduces postoperative neutrophil gelatinase-associated lipocaline and cystatin C levels in pediatric cardiac surgery","Ricci Z, Luciano R, Favia I, Garisto C, Muraca M, Morelli S, Di Chiara L, Cogo P, Picardo S.","Crit Care. 2011 Jun 29;15(3):R160. doi: 10.1186/cc10295.","Ricci Z","Crit Care","2011","2011/07/01","PMC3219034","","10.1186/cc10295"
"16238558","Addition of clonidine and fentanyl: comparison between three different regional anesthetic techniques in circumcision","Naja ZA, Ziade FM, Al-Tannir MA, Abi Mansour RM, El-Rajab MA.","Paediatr Anaesth. 2005 Nov;15(11):964-70. doi: 10.1111/j.1460-9592.2005.01613.x.","Naja ZA","Paediatr Anaesth","2005","2005/10/22","","","10.1111/j.1460-9592.2005.01613.x"
"9428851","The efficacy and safety of a clonidine/bupivacaine combination in caudal blockade for pediatric hernia repair","Klimscha W, Chiari A, Michalek-Sauberer A, Wildling E, Lerche A, Lorber C, Brinkmann H, Semsroth M.","Anesth Analg. 1998 Jan;86(1):54-61. doi: 10.1097/00000539-199801000-00011.","Klimscha W","Anesth Analg","1998","1998/01/16","","","10.1097/00000539-199801000-00011"
"24750208","Intractable vascular autonomic dysregulation (Harlequin phenomenon) in two brothers: another indication for propranolol?","Janmohamed SR, Madern GC, de Laat PC, Oranje AP; Workgroup on Vascular Abnormalities Rotterdam.","Dermatol Ther. 2014 Jul-Aug;27(4):230-2. doi: 10.1111/dth.12124. Epub 2014 Apr 17.","Janmohamed SR","Dermatol Ther","2014","2014/04/23","","","10.1111/dth.12124"
"10898445","Long-term effect of angiotensin-converting enzyme inhibitor in volume overloaded heart during growth: a controlled pilot study","Mori Y, Nakazawa M, Tomimatsu H, Momma K.","J Am Coll Cardiol. 2000 Jul;36(1):270-5. doi: 10.1016/s0735-1097(00)00673-2.","Mori Y","J Am Coll Cardiol","2000","2000/07/18","","","10.1016/s0735-1097(00)00673-2"
"16859512","Extrapulmonary manifestations of severe respiratory syncytial virus infection--a systematic review","Eisenhut M.","Crit Care. 2006;10(4):R107. doi: 10.1186/cc4984.","Eisenhut M","Crit Care","2006","2006/07/25","PMC1751022","","10.1186/cc4984"
"16240160","Efficacy of COX-2 inhibitors in a case of congenital nephrogenic diabetes insipidus","Soylu A, Kasap B, Oğün N, Oztürk Y, Türkmen M, Hoefsloot L, Kavukçu S.","Pediatr Nephrol. 2005 Dec;20(12):1814-7. doi: 10.1007/s00467-005-2057-8. Epub 2005 Oct 21.","Soylu A","Pediatr Nephrol","2005","2005/10/22","","","10.1007/s00467-005-2057-8"
"25945865","Effect of Carvedilol on Serum Heart-type Fatty Acid-binding Protein, Brain Natriuretic Peptide, and Cardiac Function in Patients With Chronic Heart Failure","Sun YP, Wei CP, Ma SC, Zhang YF, Qiao LY, Li DH, Shan RB.","J Cardiovasc Pharmacol. 2015 May;65(5):480-4. doi: 10.1097/FJC.0000000000000217.","Sun YP","J Cardiovasc Pharmacol","2015","2015/05/07","","","10.1097/FJC.0000000000000217"
"28249845","Efficacy of Prophylactic Dexmedetomidine in Preventing Postoperative Junctional Ectopic Tachycardia After Pediatric Cardiac Surgery","El Amrousy DM, Elshmaa NS, El-Kashlan M, Hassan S, Elsanosy M, Hablas N, Elrifaey S, El-Feky W.","J Am Heart Assoc. 2017 Mar 1;6(3):e004780. doi: 10.1161/JAHA.116.004780.","El Amrousy DM","J Am Heart Assoc","2017","2017/03/03","PMC5524013","","10.1161/JAHA.116.004780"
"18000686","Fenoldopam for acute kidney injury in children","Knoderer CA, Leiser JD, Nailescu C, Turrentine MW, Andreoli SP.","Pediatr Nephrol. 2008 Mar;23(3):495-8. doi: 10.1007/s00467-007-0659-z. Epub 2007 Nov 14.","Knoderer CA","Pediatr Nephrol","2008","2007/11/15","","","10.1007/s00467-007-0659-z"
"2446064","Role of alpha-adrenergic blockade in the cardiovascular actions of ketanserin: studies in patients with essential hypertension, autonomic insufficiency, and Raynaud's phenomenon","Brouwer RM, Wenting GJ, Man in't Veld AJ, Schalekamp MA.","J Cardiovasc Pharmacol. 1987;10 Suppl 3:S26-31.","Brouwer RM","J Cardiovasc Pharmacol","1987","1987/01/01","","",""
"21342773","The myocardial protective effects of adenosine pretreatment in children undergoing cardiac surgery: a randomized controlled clinical trial","Jin Z, Duan W, Chen M, Yu S, Zhang H, Feng G, Xiong L, Yi D.","Eur J Cardiothorac Surg. 2011 May;39(5):e90-6. doi: 10.1016/j.ejcts.2010.12.052. Epub 2011 Feb 20.","Jin Z","Eur J Cardiothorac Surg","2011","2011/02/24","","","10.1016/j.ejcts.2010.12.052"
"17513626","A comparison of single-dose caudal clonidine, morphine, or hydromorphone combined with ropivacaine in pediatric patients undergoing ureteral reimplantation","Vetter TR, Carvallo D, Johnson JL, Mazurek MS, Presson RG Jr.","Anesth Analg. 2007 Jun;104(6):1356-63, table of contents. doi: 10.1213/01.ane.0000261521.52562.de.","Vetter TR","Anesth Analg","2007","2007/05/22","","","10.1213/01.ane.0000261521.52562.de"
"33627329","Hypotension in Preterm Infants (HIP) randomised trial","Dempsey EM, Barrington KJ, Marlow N, O'Donnell CPF, Miletin J, Naulaers G, Cheung PY, Corcoran JD, El-Khuffash AF, Boylan GB, Livingstone V, Pons G, Macko J, Van Laere D, Wiedermannova H, Straňák Z; HIP consortium.","Arch Dis Child Fetal Neonatal Ed. 2021 Feb 24:fetalneonatal-2020-320241. doi: 10.1136/archdischild-2020-320241. Online ahead of print.","Dempsey EM","Arch Dis Child Fetal Neonatal Ed","2021","2021/02/25","","","10.1136/archdischild-2020-320241"
"17674274","Clinical use of nitric oxide donors and L-arginine in obstetrics","de Pace V, Chiossi G, Facchinetti F.","J Matern Fetal Neonatal Med. 2007 Aug;20(8):569-79. doi: 10.1080/14767050701419458.","de Pace V","J Matern Fetal Neonatal Med","2007","2007/08/04","","","10.1080/14767050701419458"
"32951013","Use of vasopressin in neonatal hypertrophic obstructive cardiomyopathy: case series","Boyd SM, Riley KL, Giesinger RE, McNamara PJ.","J Perinatol. 2021 Jan;41(1):126-133. doi: 10.1038/s41372-020-00824-7. Epub 2020 Sep 19.","Boyd SM","J Perinatol","2021","2020/09/20","","","10.1038/s41372-020-00824-7"
"12388917","Heart rate variability in infants with heart failure due to congenital heart disease: reversal of depressed heart rate variability by propranolol","Buchhorn R, Hulpke-Wette M, Nothroff J, Paul T.","Med Sci Monit. 2002 Oct;8(10):CR661-6.","Buchhorn R","Med Sci Monit","2002","2002/10/22","","",""
"29882346","Efficacy of prophylactic dexmedetomidine in preventing postoperative junctional ectopic tachycardia in pediatric cardiac surgery patients: A systematic review and meta-analysis","Ghimire LV, Chou FS.","Paediatr Anaesth. 2018 Jul;28(7):597-606. doi: 10.1111/pan.13405. Epub 2018 Jun 7.","Ghimire LV","Paediatr Anaesth","2018","2018/06/09","","","10.1111/pan.13405"
"7987442","[Anaphylactic shock and low osmolarity contrast medium]","Bennasr S, Magnier S, Hassan M, Jacqz-Aigrain E.","Arch Pediatr. 1994 Feb;1(2):155-7.","Bennasr S","Arch Pediatr","1994","1994/02/01","","",""
"16094063","Clonidine increases duration of bupivacaine caudal analgesia for ureteroneocystostomy: a double-blind prospective trial","Tripi PA, Palmer JS, Thomas S, Elder JS.","J Urol. 2005 Sep;174(3):1081-3. doi: 10.1097/01.ju.0000169138.90628.b9.","Tripi PA","J Urol","2005","2005/08/12","","","10.1097/01.ju.0000169138.90628.b9"
"31384186","Complications associated with the current sequential pharmacological management of early postnatal hypotension in extremely premature infants","Verma RP, Dasnadi S, Zhao Y, Chen HH.","Proc (Bayl Univ Med Cent). 2019 May 3;32(3):355-360. doi: 10.1080/08998280.2019.1585732. eCollection 2019 Jul.","Verma RP","Proc (Bayl Univ Med Cent)","2019","2019/08/07","PMC6650250","","10.1080/08998280.2019.1585732"
"10434822","Neuropeptide Y response to tracheal intubation in anaesthetized children: effects of clonidine vs midazolam as premedication","Bergendahl HT, Eksborg S, Kogner P, Lönnqvist PA.","Br J Anaesth. 1999 Mar;82(3):391-4. doi: 10.1093/bja/82.3.391.","Bergendahl HT","Br J Anaesth","1999","1999/08/06","","","10.1093/bja/82.3.391"
"9623426","Addition of clonidine or fentanyl to local anaesthetics prolongs the duration of surgical analgesia after single shot caudal block in children","Constant I, Gall O, Gouyet L, Chauvin M, Murat I.","Br J Anaesth. 1998 Mar;80(3):294-8. doi: 10.1093/bja/80.3.294.","Constant I","Br J Anaesth","1998","1998/06/12","","","10.1093/bja/80.3.294"
"6101297","Vasoactive intestinal peptide secreting tumors of childhood","Kaplan SJ, Holbrook CT, McDaniel HG, Buntain WL, Crist WM.","Am J Dis Child. 1980 Jan;134(1):21-4. doi: 10.1001/archpedi.1980.02130130013005.","Kaplan SJ","Am J Dis Child","1980","1980/01/01","","","10.1001/archpedi.1980.02130130013005"
"2534969","""Chloride-shunt"" syndrome: an overlooked cause of renal hypercalciuria","Rodríguez-Soriano J, Vallo A, Domínguez MJ.","Pediatr Nephrol. 1989 Apr;3(2):113-21. doi: 10.1007/BF00852890.","Rodríguez-Soriano J","Pediatr Nephrol","1989","1989/04/01","","","10.1007/BF00852890"
"8104700","[The effect of therapy with adrenergic beta receptor blockers on myocardial beta adrenergic receptors in children with tetralogy of Fallot]","Hynie S, Samánek M, Caisedo M, Roznová L, Hucín B, Vislocký I.","Cas Lek Cesk. 1993 Aug 23;132(16):484-8.","Hynie S","Cas Lek Cesk","1993","1993/08/23","","",""
"7123405","The effect of low-dose dihydrallazine on the fetus in the emergency treatment of hypertension in pregnancy","Vink GJ, Moodley J.","S Afr Med J. 1982 Sep 25;62(14):475-7.","Vink GJ","S Afr Med J","1982","1982/09/25","","",""
"21270724","Psoas compartment block for acute postoperative pain management after hip surgery in pediatrics: a comparative study with caudal analgesia","Omar AM, Mansour MA, Kamal AS.","Reg Anesth Pain Med. 2011 Mar-Apr;36(2):121-4. doi: 10.1097/AAP.0b013e31820d41f3.","Omar AM","Reg Anesth Pain Med","2011","2011/01/29","","","10.1097/AAP.0b013e31820d41f3"
"14694952","Modulation of neurohormonal activity after treatment of children in heart failure with carvedilol","Giardini A, Formigari R, Bronzetti G, Prandstraller D, Donti A, Bonvicini M, Picchio FM.","Cardiol Young. 2003 Aug;13(4):333-6.","Giardini A","Cardiol Young","2003","2003/12/26","","",""
"8204876","Phase I study of recombinant interleukin-1 beta in patients undergoing autologous bone marrow transplant for acute myelogenous leukemia","Nemunaitis J, Appelbaum FR, Lilleby K, Buhles WC, Rosenfeld C, Zeigler ZR, Shadduck RK, Singer JW, Meyer W, Buckner CD.","Blood. 1994 Jun 15;83(12):3473-9.","Nemunaitis J","Blood","1994","1994/06/15","","",""
"22812902","Adverse cutaneous drug reactions among hospitalized patients: five year surveillance","Turk BG, Gunaydin A, Ertam I, Ozturk G.","Cutan Ocul Toxicol. 2013 Mar;32(1):41-5. doi: 10.3109/15569527.2012.702837. Epub 2012 Jul 20.","Turk BG","Cutan Ocul Toxicol","2013","2012/07/21","","","10.3109/15569527.2012.702837"
"31192178","Validity of Biomarkers of Early Circulatory Impairment to Predict Outcome: A Retrospective Analysis","Bravo MC, López-Ortego P, Sánchez L, Madero R, Cabañas F, Koch A, Rojas-Anaya H, Rabe H, Pellicer A.","Front Pediatr. 2019 May 29;7:212. doi: 10.3389/fped.2019.00212. eCollection 2019.","Bravo MC","Front Pediatr","2019","2019/06/14","PMC6548875","","10.3389/fped.2019.00212"
"4015810","[Comparative study of 1-deamino-8-D-arginine vasopressin, hydrochlorothiazide and chlorpropamide in the treatment of central diabetes insipidus]","Loredo-Abdalá A, Cornejo-Barrera J, Carbajal-Rodríguez L, Sosa-Martínez C, López-García M, Vidales-Bayona C.","Bol Med Hosp Infant Mex. 1985 May;42(5):314-8.","Loredo-Abdalá A","Bol Med Hosp Infant Mex","1985","1985/05/01","","",""
"29209510","Milrinone in congenital diaphragmatic hernia - a randomized pilot trial: study protocol, review of literature and survey of current practices","Lakshminrusimha S, Keszler M, Kirpalani H, Van Meurs K, Chess P, Ambalavanan N, Yoder B, Fraga MV, Hedrick H, Lally KP, Nelin L, Cotten M, Klein J, Guilford S, Williams A, Chaudhary A, Gantz M, Gabrio J, Chowdhury D, Zaterka-Baxter K, Das A, Higgins RD.","Matern Health Neonatol Perinatol. 2017 Nov 27;3:27. doi: 10.1186/s40748-017-0066-9. eCollection 2017.","Lakshminrusimha S","Matern Health Neonatol Perinatol","2017","2017/12/07","PMC5704584","","10.1186/s40748-017-0066-9"
"15930224","Cardiac changes associated with growth hormone therapy among children treated with anthracyclines","Lipshultz SE, Vlach SA, Lipsitz SR, Sallan SE, Schwartz ML, Colan SD.","Pediatrics. 2005 Jun;115(6):1613-22. doi: 10.1542/peds.2004-1004.","Lipshultz SE","Pediatrics","2005","2005/06/03","","","10.1542/peds.2004-1004"
"29910113","Evaluation of the vasoactive-inotropic score, mid-regional pro-adrenomedullin and cardiac troponin I as predictors of low cardiac output syndrome in children after congenital heart disease surgery","Pérez-Navero JL, Merino-Cejas C, Ibarra de la Rosa I, Jaraba-Caballero S, Frias-Perez M, Gómez-Guzmán E, Gil-Campos M, de la Torre-Aguilar MJ.","Med Intensiva. 2019 Aug-Sep;43(6):329-336. doi: 10.1016/j.medin.2018.04.005. Epub 2018 Jun 14.","Pérez-Navero JL","Med Intensiva","2019","2018/06/19","","","10.1016/j.medin.2018.04.005"
"15636811","Ephedrine and phenylephrine for avoiding maternal hypotension due to spinal anaesthesia for caesarean section. Effects on uteroplacental and fetal haemodynamics","Alahuhta S, Räsänen J, Jouppila P, Jouppila R, Hollmén AI.","Int J Obstet Anesth. 1992 May;1(3):129-34. doi: 10.1016/0959-289x(92)90016-w.","Alahuhta S","Int J Obstet Anesth","1992","1992/05/01","","","10.1016/0959-289x(92)90016-w"
"9928640","Clonidine overdose in childhood: implications of increased prescribing","Kappagoda C, Schell DN, Hanson RM, Hutchins P.","J Paediatr Child Health. 1998 Dec;34(6):508-12. doi: 10.1046/j.1440-1754.1998.00301.x.","Kappagoda C","J Paediatr Child Health","1998","1999/02/03","","","10.1046/j.1440-1754.1998.00301.x"
"12139135","Propofol for pediatric radiotherapy","Punj J, Bhatnagar S, Saxena A, Mishra S, Kannan TR, Panigrahi M, Pandey V.","Indian J Pediatr. 2002 Jun;69(6):495-9. doi: 10.1007/BF02722651.","Punj J","Indian J Pediatr","2002","2002/07/26","","","10.1007/BF02722651"
"16941167","Retrospective evaluation of a paediatric intensivist-led flexible bronchoscopy service","Manna SS, Durward A, Moganasundram S, Tibby SM, Murdoch IA.","Intensive Care Med. 2006 Dec;32(12):2026-33. doi: 10.1007/s00134-006-0351-y. Epub 2006 Aug 29.","Manna SS","Intensive Care Med","2006","2006/08/31","","","10.1007/s00134-006-0351-y"
"8473656","Selective pulmonary and systemic vasodilator effects of amrinone in children: new therapeutic implications","Robinson BW, Gelband H, Mas MS.","J Am Coll Cardiol. 1993 May;21(6):1461-5. doi: 10.1016/0735-1097(93)90324-t.","Robinson BW","J Am Coll Cardiol","1993","1993/05/01","","","10.1016/0735-1097(93)90324-t"
"24106360","Colloid cohydration and variable rate phenylephrine infusion effectively prevents postspinal hypotension in elective Cesarean deliveries","Sen I, Hirachan R, Bhardwaj N, Jain K, Suri V, Kumar P.","J Anaesthesiol Clin Pharmacol. 2013 Jul;29(3):348-55. doi: 10.4103/0970-9185.117106.","Sen I","J Anaesthesiol Clin Pharmacol","2013","2013/10/10","PMC3788234","","10.4103/0970-9185.117106"
"2332544","Hemodynamic effects of amrinone in children after cardiac surgery","Berner M, Jaccard C, Oberhansli I, Rouge JC, Friedli B.","Intensive Care Med. 1990;16(2):85-8. doi: 10.1007/BF02575299.","Berner M","Intensive Care Med","1990","1990/01/01","","","10.1007/BF02575299"
"29733266","Complications During Therapeutic Hypothermia After Perinatal Asphyxia: A Comparison with Trial Data","Diederen CMJ, van Bel F, Groenendaal F.","Ther Hypothermia Temp Manag. 2018 May 7. doi: 10.1089/ther.2017.0046. Online ahead of print.","Diederen CMJ","Ther Hypothermia Temp Manag","2018","2018/05/08","","","10.1089/ther.2017.0046"
"12831416","Mortality rates in pediatric septic shock with and without multiple organ system failure","Kutko MC, Calarco MP, Flaherty MB, Helmrich RF, Ushay HM, Pon S, Greenwald BM.","Pediatr Crit Care Med. 2003 Jul;4(3):333-7. doi: 10.1097/01.PCC.0000074266.10576.9B.","Kutko MC","Pediatr Crit Care Med","2003","2003/07/02","","","10.1097/01.PCC.0000074266.10576.9B"
"7470264","[Growth in children with diabetes insipidus]","Morla Báez E, Dorantes Alvarez LM, Chavarría Bonequi C.","Bol Med Hosp Infant Mex. 1980 Nov-Dec;37(6):1103-11.","Morla Báez E","Bol Med Hosp Infant Mex","1980","1980/11/01","","",""
"25635420","ED 50 and ED 95 of intrathecal bupivacaine coadministered with sufentanil for cesarean delivery under combined spinal-epidural in severely preeclamptic patients","Xiao F, Xu WP, Zhang XM, Zhang YF, Wang LZ, Chen XZ.","Chin Med J (Engl). 2015 Feb 5;128(3):285-90. doi: 10.4103/0366-6999.150083.","Xiao F","Chin Med J (Engl)","2015","2015/01/31","PMC4837855","","10.4103/0366-6999.150083"
